序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1717,002442,龙星科技,6.0,0.5,0.03,91727.0,55075746.67,3.52,6.13,5.92,5.98,5.97,0.74,1.88,21.25,1.65,3019796190.0,2930836290.0,0.33,-0.17,14.07,-0.17
1718,301151,冠龙节能,14.12,0.5,0.07,14835.0,20791149.28,2.49,14.2,13.85,14.04,14.05,0.93,2.66,80.06,1.18,2405114809.0,787005649.0,0.14,0.0,-3.22,-7.04
1719,600015,华夏银行,7.97,0.5,0.04,487828.0,387277954.0,1.77,7.99,7.85,7.86,7.93,1.15,0.32,4.58,0.42,126841979890.0,122636175145.0,0.13,-0.25,6.69,0.76
1720,002853,皮阿诺,13.97,0.5,0.07,22535.0,31489737.5,2.81,14.16,13.77,13.77,13.9,0.73,1.7,237.58,1.97,2606002190.0,1848672662.0,0.0,0.07,16.32,27.35
1721,002249,大洋电机,6.06,0.5,0.03,391772.0,236394136.36,1.82,6.09,5.98,6.04,6.03,0.49,2.15,16.49,1.63,14742491658.0,11040291400.0,0.0,0.0,7.64,3.24
1722,002786,银宝山新,8.23,0.49,0.04,48640.0,39800696.2,1.95,8.27,8.11,8.2,8.19,0.56,0.98,-23.85,10.93,4078886760.0,4066541760.0,0.12,0.0,-10.45,-11.03
1723,838163,方大新材,14.46,0.49,0.07,11246.0,16254187.16,2.92,14.64,14.22,14.59,14.39,0.42,1.83,31.32,4.0,1861221214.0,887517710.0,0.42,0.21,8.23,3.36
1724,300219,鸿利智汇,6.11,0.49,0.03,93878.0,56895792.0,2.47,6.14,5.99,6.05,6.08,0.83,1.33,35.51,1.67,4325534822.0,4317544530.0,0.0,0.0,-13.21,-18.42
1725,605186,健麾信息,18.46,0.49,0.09,15736.0,28879306.0,3.7,18.71,18.03,18.37,18.37,0.89,1.16,58.75,2.34,2510560000.0,2510560000.0,0.0,-0.11,-3.0,-8.2
1726,002599,盛通股份,8.27,0.49,0.04,127021.0,104650432.4,2.55,8.35,8.14,8.22,8.23,0.66,3.15,7373.25,3.08,4445842150.0,3332096018.0,-0.12,-0.12,9.25,11.31
1727,600763,通策医疗,42.68,0.49,0.21,27670.0,117434443.0,1.18,42.72,42.22,42.22,42.47,0.78,0.62,28.73,4.63,19090299514.0,19090299514.0,-0.02,0.07,3.52,-3.87
1728,301328,维峰电子,35.09,0.49,0.17,8506.0,29722125.5,2.41,35.34,34.5,34.8,34.92,0.56,2.49,42.51,2.04,3856166213.0,1197756481.0,0.0,0.0,-14.71,-16.99
1729,300836,佰奥智能,45.39,0.49,0.22,4671.0,20925945.6,3.08,45.39,44.0,45.19,45.17,0.57,1.09,119.68,5.58,2906432270.0,1938651337.0,0.07,0.49,2.9,7.79
1730,603399,永杉锂业,8.14,0.49,0.04,39150.0,31722297.0,2.22,8.19,8.01,8.03,8.1,0.66,0.76,165.02,2.37,4195198483.0,4170045883.0,0.0,-0.12,-8.33,-9.56
1731,300435,中泰股份,12.4,0.49,0.06,32375.0,40037636.0,2.03,12.48,12.23,12.34,12.34,0.64,0.88,-61.35,1.61,4782841200.0,4573301412.0,0.0,-0.16,6.35,2.65
1732,000783,长江证券,6.1,0.49,0.03,205389.0,124966605.44,1.32,6.12,6.04,6.07,6.07,0.81,0.37,18.34,0.86,33733444983.0,33733444983.0,0.0,0.0,-5.28,-10.56
1733,603908,牧高笛,24.57,0.49,0.12,50610.0,127494565.0,6.79,26.16,24.5,24.5,24.45,1.53,5.42,18.62,3.98,2294002620.0,2294002620.0,0.0,-0.16,5.41,11.18
1734,300668,杰恩设计,16.29,0.49,0.08,11005.0,17881857.0,2.71,16.44,16.0,16.4,16.21,0.93,1.25,140.44,2.58,1961010937.0,1438143037.0,-0.43,-0.55,-17.6,-28.11
1735,603206,嘉环科技,16.42,0.49,0.08,29107.0,47631524.0,2.2,16.56,16.2,16.4,16.34,0.67,3.34,49.89,2.26,5011383803.0,1431823803.0,-0.06,-0.12,6.49,-5.52
1736,300682,朗新集团,12.23,0.49,0.06,99037.0,121378257.99,3.53,12.45,12.02,12.18,12.17,0.69,0.96,61.87,1.76,13211424919.0,12646670009.0,-0.08,-0.16,16.37,0.25
1737,300176,鸿特科技,6.2,0.49,0.03,49336.0,30492221.0,2.59,6.26,6.1,6.18,6.17,0.66,1.27,61.15,2.57,2401140960.0,2401140960.0,0.0,-0.16,-6.91,-10.4
1738,601336,新华保险,49.0,0.49,0.24,134458.0,661071593.0,2.17,49.57,48.51,48.51,48.76,0.81,0.64,5.83,1.59,152857783400.0,102186527660.0,-0.08,0.0,6.5,-1.41
1739,601222,林洋能源,6.14,0.49,0.03,108716.0,66718490.0,1.31,6.17,6.09,6.11,6.11,0.81,0.53,10.42,0.83,12649438618.0,12649438618.0,-0.16,-0.32,-6.12,-9.71
1740,603788,宁波高发,14.49,0.49,0.07,26418.0,38025935.0,2.29,14.58,14.25,14.42,14.42,0.6,1.18,15.9,1.59,3232212835.0,3232212835.0,0.0,-0.07,2.04,4.77
1741,002824,和胜股份,14.68,0.48,0.07,26191.0,38287070.2,2.19,14.8,14.48,14.61,14.61,0.59,1.38,55.27,2.44,4097394709.0,2776795444.0,0.07,-0.07,-3.42,-6.5
1742,688079,美迪凯,8.32,0.48,0.04,26073.0,21590585.0,3.38,8.42,8.14,8.23,8.28,0.57,0.66,-34.42,2.48,3384057647.0,3310686063.0,-0.12,-0.12,2.59,-3.93
1743,688538,和辉光电-U,2.11,0.48,0.01,330479.0,69507367.0,1.9,2.12,2.08,2.1,2.1,0.81,0.57,-11.59,2.91,29185528193.0,12137217380.0,0.0,0.0,-6.22,-9.05
1744,300992,泰福泵业,18.72,0.48,0.09,10391.0,19316270.0,3.33,18.98,18.36,18.71,18.63,0.82,1.34,68.77,2.15,1794607645.0,1447679245.0,0.16,0.11,-17.5,-30.15
1745,300603,立昂技术,10.37,0.48,0.05,115100.0,119344156.0,2.33,10.49,10.25,10.27,10.32,0.84,3.11,654.2,3.34,4819957655.0,3841774118.0,-0.1,-0.1,12.96,-6.91
1746,000709,河钢股份,2.08,0.48,0.01,555091.0,114845516.09,1.93,2.09,2.05,2.06,2.07,0.79,0.54,28.36,0.42,21501211871.0,21497657788.0,-0.48,0.0,-0.95,-5.88
1747,605378,野马电池,21.1,0.48,0.1,20481.0,43117453.0,1.9,21.2,20.8,20.93,21.0,0.53,1.1,25.28,3.15,3938863600.0,3938863600.0,0.0,-0.14,7.49,2.43
1748,301131,聚赛龙,35.48,0.48,0.17,6736.0,23783348.0,2.41,35.75,34.9,35.25,35.31,0.92,2.19,48.39,2.08,1695618294.0,1092711727.0,0.2,0.0,3.65,2.84
1749,002683,广东宏大,29.4,0.48,0.14,31311.0,92239535.0,1.91,29.67,29.11,29.24,29.26,0.48,0.48,24.89,3.44,22344066062.0,19144673302.0,-0.14,-0.17,14.66,11.03
1750,002694,顾地科技,4.19,0.48,0.02,63044.0,26390142.64,3.36,4.25,4.11,4.17,4.17,1.18,1.14,-38.94,6.4,3197325312.0,2316690910.0,0.0,0.0,-6.05,-8.52
1751,000546,金圆股份,4.19,0.48,0.02,76298.0,31876054.0,2.16,4.22,4.13,4.14,4.17,0.67,1.1,21.0,0.77,3258346218.0,2919194813.0,0.0,0.24,-10.66,-15.01
1752,300129,泰胜风能,6.32,0.48,0.03,67861.0,42798728.0,1.75,6.35,6.24,6.29,6.29,0.74,1.02,32.47,1.33,5908563146.0,4199749191.0,0.16,0.16,-6.51,-10.35
1753,601137,博威合金,16.88,0.48,0.08,75200.0,126193813.0,1.85,16.95,16.64,16.75,16.8,0.55,0.93,10.11,1.64,13690801136.0,13662442736.0,-0.06,-0.06,-12.81,-16.85
1754,300678,中科信息,29.02,0.48,0.14,34989.0,101076198.0,1.84,29.14,28.61,28.85,28.88,0.67,1.23,898.04,10.04,8601130223.0,8286630007.0,0.03,0.03,-15.57,-20.21
1755,600476,湘邮科技,14.54,0.48,0.07,26691.0,38646112.0,2.21,14.63,14.31,14.43,14.47,0.75,1.66,-411.52,18.44,2341957800.0,2341957800.0,0.07,-0.07,0.55,-2.74
1756,300194,福安药业,4.2,0.48,0.02,180348.0,75597109.0,2.15,4.24,4.15,4.17,4.18,0.69,1.86,12.43,1.14,4996792004.0,4065030732.0,0.0,0.24,-2.33,-5.83
1757,600098,广州发展,6.24,0.48,0.03,111908.0,69340462.0,1.29,6.24,6.16,6.2,6.21,0.69,0.32,12.63,0.83,21879354856.0,21832199775.0,0.0,0.16,2.63,-2.8
1758,600386,北巴传媒,4.22,0.48,0.02,77125.0,32391415.0,1.9,4.24,4.16,4.2,4.2,0.47,0.96,164.31,1.92,3403008000.0,3403008000.0,0.0,0.24,0.24,-5.59
1759,600271,航天信息,8.41,0.48,0.04,102714.0,86086964.0,1.91,8.46,8.3,8.35,8.37,0.91,0.55,976.68,1.11,15582759806.0,15582759806.0,-0.12,-0.12,-0.71,-7.68
1760,600149,廊坊发展,4.21,0.48,0.02,74113.0,30944060.0,3.1,4.24,4.11,4.2,4.19,0.94,1.95,17.17,7.37,1600473600.0,1600473600.0,-0.24,-0.47,3.69,3.19
1761,600380,健康元,10.4,0.48,0.05,89526.0,93042329.0,1.45,10.47,10.32,10.37,10.35,0.49,0.49,13.72,1.31,19026315214.0,19026315214.0,0.1,0.1,-3.44,-7.72
1762,600869,远东股份,4.27,0.47,0.02,109050.0,46278713.0,2.35,4.29,4.19,4.23,4.25,0.68,0.49,-71.58,2.12,9476636225.0,9476636225.0,-0.23,-0.23,-2.06,-10.11
1763,002705,新宝股份,12.86,0.47,0.06,39680.0,50752915.75,1.88,12.91,12.67,12.77,12.8,0.53,0.49,9.94,1.26,10440722531.0,10392955643.0,-0.23,-0.08,-15.34,-14.27
1764,300415,伊之密,19.4,0.47,0.09,47653.0,92029204.2,1.81,19.49,19.14,19.31,19.31,0.61,1.05,14.19,3.2,9090104430.0,8789987497.0,0.0,-0.05,-4.57,-3.29
1765,836263,中航泰达,12.74,0.47,0.06,47753.0,60801490.64,4.34,12.95,12.4,12.51,12.68,0.83,4.65,23.15,3.07,1799434495.0,1307044209.0,0.16,-0.23,58.26,67.19
1766,601878,浙商证券,10.63,0.47,0.05,276072.0,292382044.0,1.23,10.65,10.52,10.54,10.58,0.79,0.6,25.17,1.38,48619458273.0,48619458273.0,-0.09,-0.09,-7.24,-12.8
1767,300562,乐心医疗,12.9,0.47,0.06,68864.0,88514702.62,3.5,13.1,12.65,12.85,12.84,0.65,4.27,45.72,2.82,2805313825.0,2078464499.0,-0.15,-0.15,3.2,-13.31
1768,000021,深科技,17.07,0.47,0.08,127678.0,217258137.8,1.35,17.14,16.91,16.92,16.99,0.43,0.82,30.21,2.3,26639230127.0,26636432781.0,-0.06,0.0,-5.9,-10.44
1769,002948,青岛银行,4.24,0.47,0.02,248965.0,105273573.3,1.18,4.25,4.2,4.2,4.22,0.7,0.8,5.79,0.66,24678304030.0,13195977787.0,-0.24,0.0,8.16,9.28
1770,600682,南京新百,6.42,0.47,0.03,108080.0,69049428.0,2.03,6.46,6.33,6.43,6.39,0.61,0.93,29.25,0.5,8642168859.0,7479686966.0,0.0,-0.16,0.47,-6.14
1771,688371,菲沃泰,14.91,0.47,0.07,10440.0,15530892.0,2.43,15.04,14.68,14.75,14.84,0.56,0.82,110.89,2.63,5001892828.0,1892660818.0,0.0,-0.07,0.95,-3.93
1772,688563,航材股份,53.57,0.47,0.25,12416.0,66424943.0,1.73,53.82,52.9,53.33,53.32,0.79,1.08,41.49,2.33,24106500000.0,6170674355.0,-0.06,-0.07,-2.6,-4.07
1773,600759,洲际油气,2.13,0.47,0.01,617261.0,131322124.0,1.89,2.15,2.11,2.14,2.12,0.71,1.49,42.6,1.07,8837389766.0,8826050711.0,0.0,0.47,-5.75,-6.17
1774,002032,苏 泊 尔,57.3,0.47,0.27,9977.0,57165319.0,1.77,57.76,56.75,56.85,57.03,0.71,0.12,20.46,7.15,45917912701.0,45862762196.0,0.17,0.16,7.52,7.69
1775,301127,天源环保,15.05,0.47,0.07,49593.0,74834337.1,2.07,15.24,14.93,15.06,14.98,0.65,1.14,29.22,3.17,9738199783.0,6535635771.0,-0.13,-0.07,-7.73,-0.59
1776,002229,鸿博股份,10.66,0.47,0.05,174381.0,189637475.14,6.03,11.28,10.64,10.95,10.61,1.01,3.54,-63.96,3.56,5289401262.0,5257131449.0,-0.09,0.0,-11.97,-11.09
1777,600348,华阳股份,6.55,0.46,0.03,159425.0,104021378.0,1.69,6.58,6.47,6.54,6.52,0.67,0.44,9.74,0.86,23629125000.0,23629125000.0,0.15,0.0,-2.82,-7.62
1778,601601,中国太保,30.8,0.46,0.14,182222.0,560438385.0,1.34,30.87,30.46,30.47,30.66,0.63,0.27,6.59,1.02,296306516814.0,210827276814.0,-0.19,-0.1,-1.12,-9.62
1779,603629,利通电子,22.07,0.46,0.1,82055.0,180963003.0,2.73,22.37,21.77,22.01,21.97,0.57,3.22,81.64,3.46,5736655100.0,5623436000.0,-0.05,0.05,-0.05,10.85
1780,300446,航天智造,17.41,0.46,0.08,151928.0,262361750.0,3.81,17.64,16.98,17.3,17.33,0.73,4.88,18.59,2.81,14718590033.0,5423849020.0,-0.06,0.0,6.48,5.45
1781,002497,雅化集团,10.87,0.46,0.05,57735.0,62603822.0,2.13,10.97,10.74,10.78,10.82,0.47,0.55,60.77,1.2,12528354592.0,11451805217.0,-0.28,-0.09,-14.54,-7.09
1782,600838,上海九百,8.73,0.46,0.04,182812.0,158966682.0,4.37,8.85,8.47,8.64,8.69,0.94,4.56,83.26,2.27,3499699694.0,3499699694.0,0.11,-0.23,3.07,-10.28
1783,600941,中国移动,114.79,0.46,0.53,82040.0,937490702.0,1.23,114.81,113.4,113.99,114.26,0.63,0.91,17.91,1.83,2477659081757.0,103628723453.0,0.17,0.0,5.9,-2.85
1784,002092,ST中泰,4.41,0.46,0.02,125793.0,55540363.99,1.37,4.45,4.39,4.4,4.39,0.78,0.49,-11.7,0.52,11421986070.0,11358469722.0,0.0,0.0,4.26,2.32
1785,002217,*ST合泰,2.2,0.46,0.01,255847.0,56260865.0,2.74,2.23,2.17,2.19,2.19,0.75,0.45,-10.05,2.81,16454677642.0,12496801412.0,0.0,0.0,5.77,-7.95
1786,688676,金盘科技,30.7,0.46,0.14,64710.0,198154437.0,2.09,30.94,30.3,30.68,30.56,0.48,1.41,24.45,3.16,14043438454.0,14043438454.0,0.0,-0.07,-22.9,-25.88
1787,002657,中科金财,17.55,0.46,0.08,89388.0,156635099.0,2.69,17.73,17.26,17.5,17.47,0.55,2.66,-57.14,3.3,5967912512.0,5903052433.0,-0.06,0.0,-3.68,-4.2
1788,300098,高新兴,4.43,0.45,0.02,281078.0,124307664.78,2.27,4.47,4.37,4.41,4.41,0.82,1.82,-32.51,2.91,7698375478.0,6829924268.0,0.0,-0.23,-18.72,-19.16
1789,600845,宝信软件,26.79,0.45,0.12,83247.0,221439791.0,1.69,26.85,26.4,26.58,26.67,0.54,0.39,34.1,6.78,77257105356.0,57154862074.0,-0.11,0.04,-3.7,-8.44
1790,300529,健帆生物,22.4,0.45,0.1,85166.0,188047885.85,3.45,22.53,21.76,22.35,22.3,0.97,1.66,23.69,5.24,17888758160.0,11479265280.0,0.04,-0.04,-23.02,-23.65
1791,834950,迅安科技,22.42,0.45,0.1,17008.0,38244430.54,3.41,22.95,22.19,22.69,22.32,1.54,5.51,23.07,4.51,1369862000.0,692217500.0,0.13,0.04,27.39,43.35
1792,002590,万安科技,11.17,0.45,0.05,49528.0,54928411.0,1.89,11.21,11.0,11.12,11.12,0.74,1.0,27.45,1.99,5797816168.0,5528668182.0,0.0,0.09,-8.89,-8.59
1793,002012,凯恩股份,4.48,0.45,0.02,105033.0,47373258.0,4.48,4.64,4.44,4.58,4.46,1.35,2.25,364.93,1.37,2094962106.0,2090088632.0,-0.22,-0.22,-4.27,-13.18
1794,301628,强达电路,77.45,0.45,0.35,13057.0,100815344.0,3.61,78.65,75.87,77.17,77.1,1.11,6.93,55.14,5.28,5837855710.0,1459467800.0,0.01,0.04,-10.98,-5.09
1795,601808,中海油服,13.38,0.45,0.06,66358.0,88873498.0,1.28,13.5,13.33,13.38,13.32,0.8,0.22,20.35,1.46,63843900960.0,39611061840.0,-0.15,-0.15,-14.18,-12.26
1796,002406,远东传动,6.71,0.45,0.03,270600.0,180275988.5,2.84,6.76,6.57,6.66,6.68,0.6,4.49,41.4,1.22,4899810300.0,4040842755.0,0.0,0.0,7.88,4.03
1797,603127,昭衍新药,15.52,0.45,0.07,180101.0,281264676.0,4.14,15.98,15.34,15.46,15.45,0.54,2.86,157.03,1.44,11631888224.0,9785082627.0,0.13,0.19,-0.58,-6.67
1798,600512,腾达建设,2.21,0.45,0.01,118743.0,26031238.0,1.82,2.21,2.17,2.19,2.2,0.68,0.75,135.91,0.57,3533575259.0,3508165410.0,0.45,0.45,-2.21,-6.75
1799,002980,华盛昌,24.35,0.45,0.11,30176.0,73436742.0,3.09,24.84,24.09,24.51,24.24,1.51,4.2,28.23,2.91,3293030690.0,1749143290.0,-0.04,-0.08,-4.32,-5.07
1800,002970,锐明技术,44.67,0.45,0.2,16372.0,72656874.65,2.29,44.93,43.91,44.14,44.47,0.44,1.41,26.96,4.79,7919127574.0,5187944541.0,0.0,-0.07,-5.72,-6.21
1801,300619,金银河,24.62,0.45,0.11,35496.0,87891318.9,4.57,25.25,24.13,24.4,24.51,0.83,3.23,-251.75,2.01,3295285836.0,2707703365.0,0.0,-0.32,8.99,2.37
1802,603132,金徽股份,11.05,0.45,0.05,15031.0,16540232.0,1.64,11.08,10.9,10.99,11.0,0.7,0.15,28.79,3.26,10806900000.0,10806900000.0,0.0,0.0,0.27,-1.6
1803,000060,中金岭南,4.5,0.45,0.02,281792.0,126146407.48,1.79,4.52,4.44,4.47,4.48,0.6,0.75,15.55,1.23,16819185641.0,16817913689.0,-0.22,0.0,-3.64,-4.05
1804,300596,利安隆,27.42,0.44,0.12,36031.0,99146980.0,2.2,27.83,27.23,27.39,27.3,0.62,1.6,15.04,1.45,6296171269.0,6160958944.0,-0.22,-0.15,-5.45,-10.1
1805,873122,中纺标,46.02,0.44,0.2,8587.0,39471621.48,2.79,46.5,45.22,46.0,45.82,0.52,2.52,108.49,12.39,4244981810.0,1568782131.0,0.0,-0.09,-7.37,-6.54
1806,600888,新疆众和,6.84,0.44,0.03,71716.0,48924478.0,1.47,6.86,6.76,6.8,6.81,0.65,0.52,7.82,0.86,9413123923.0,9413123923.0,0.0,0.0,-0.15,-3.66
1807,300769,德方纳米,27.55,0.44,0.12,33923.0,93164158.52,2.11,27.79,27.21,27.36,27.43,0.69,1.35,-7.05,1.27,7719180227.0,6935799503.0,-0.07,-0.07,-18.39,-25.3
1808,002598,山东章鼓,9.04,0.44,0.04,55744.0,50283769.08,2.44,9.13,8.91,9.02,9.0,0.72,1.98,32.25,2.18,2820795279.0,2550010224.0,0.0,-0.33,-4.24,-4.34
1809,600340,华夏幸福,2.28,0.44,0.01,1201625.0,268875680.0,6.17,2.32,2.18,2.24,2.27,1.32,3.09,-2.99,1.53,8923282380.0,8876849541.0,0.0,0.0,-7.69,-15.24
1810,601868,中国能建,2.27,0.44,0.01,1184904.0,267707756.0,0.88,2.27,2.25,2.26,2.26,0.6,0.37,11.27,0.88,94638941454.0,73613211734.0,0.0,0.44,2.25,-0.44
1811,600379,宝光股份,9.19,0.44,0.04,28758.0,26333967.0,1.53,9.23,9.09,9.1,9.15,0.71,0.87,40.47,3.94,3034552373.0,3034552373.0,0.0,0.0,4.08,-2.75
1812,002943,宇晶股份,22.58,0.44,0.1,57270.0,128653087.96,6.01,23.15,21.8,22.48,22.48,1.01,4.34,109.07,3.66,4628220794.0,2980121519.0,0.0,-0.04,19.79,13.81
1813,000938,紫光股份,25.05,0.44,0.11,274479.0,685609915.19,1.56,25.16,24.77,24.91,24.94,0.59,0.96,33.97,5.3,71645000844.0,71645000844.0,-0.16,-0.08,-0.6,-9.99
1814,600217,中再资环,4.56,0.44,0.02,197350.0,89782504.0,4.63,4.68,4.47,4.51,4.54,0.89,1.19,336.36,2.19,7558900749.0,7558900749.0,-0.44,-0.22,-9.88,-13.96
1815,300548,博创科技,32.3,0.44,0.14,85946.0,279237471.9,3.48,33.18,32.06,32.59,32.16,0.69,3.22,129.48,5.33,9331740609.0,8621140609.0,-0.06,-0.09,-27.82,-30.4
1816,603360,百傲化学,27.23,0.44,0.12,52909.0,143536479.0,2.55,27.5,26.81,27.31,27.11,0.57,1.05,40.52,8.11,13736050066.0,13736050066.0,0.0,0.07,23.72,22.38
1817,603176,汇通集团,4.52,0.44,0.02,28624.0,12893590.0,1.78,4.54,4.46,4.46,4.5,0.75,0.62,23.7,1.91,2143931856.0,2087273656.0,-0.22,0.0,0.89,1.57
1818,300185,通裕重工,2.29,0.44,0.01,380334.0,86702164.0,1.75,2.3,2.26,2.28,2.28,0.71,1.04,122.4,1.33,8924099880.0,8351425508.0,-0.43,0.0,-6.91,-10.89
1819,300907,康平科技,22.61,0.44,0.1,15779.0,35501734.0,2.35,22.74,22.21,22.62,22.51,0.57,1.64,25.51,2.88,2170560000.0,2170560000.0,0.22,-0.04,6.2,7.46
1820,300146,汤臣倍健,11.36,0.44,0.05,77670.0,87652863.0,1.41,11.37,11.21,11.28,11.31,0.81,0.69,29.6,1.85,19321604096.0,12836652990.0,0.0,0.09,-1.9,-5.73
1821,300802,矩子科技,16.02,0.44,0.07,13141.0,20966542.52,2.19,16.11,15.76,15.95,15.95,0.64,0.68,56.39,2.83,4634514791.0,3116728407.0,0.06,0.13,-4.76,-12.32
1822,688678,福立旺,18.16,0.44,0.08,87730.0,159583310.0,5.31,18.84,17.88,18.17,18.08,0.71,3.38,86.83,2.59,4708302740.0,4708302740.0,0.0,0.0,22.45,22.29
1823,688779,五矿新能,4.65,0.43,0.02,107224.0,49661795.0,2.16,4.68,4.58,4.64,4.63,0.89,0.56,-35.11,1.35,8970867862.0,8970867862.0,0.0,0.22,-5.68,-12.59
1824,603989,艾华集团,13.87,0.43,0.06,21096.0,29241970.0,1.74,13.97,13.73,13.81,13.81,0.71,0.53,21.04,1.51,5563681464.0,5563681464.0,-0.07,-0.29,-14.22,-8.02
1825,001225,和泰机电,33.0,0.43,0.14,4314.0,14236898.0,3.47,33.5,32.36,32.7,32.86,1.1,2.05,37.68,1.51,2134004400.0,694279509.0,-0.27,-0.45,-8.74,2.1
1826,688570,天玛智控,18.9,0.43,0.08,8073.0,15200120.0,2.13,19.01,18.61,18.71,18.82,0.78,0.43,24.1,1.88,8183700000.0,3515589000.0,0.0,0.0,2.61,-1.61
1827,300745,欣锐科技,16.5,0.43,0.07,22686.0,37388531.0,2.62,16.68,16.25,16.43,16.43,0.64,1.61,-28.91,1.18,2765637452.0,2331412298.0,-0.06,0.06,6.38,3.64
1828,688249,晶合集成,20.82,0.43,0.09,74941.0,154720689.0,2.27,20.89,20.42,20.78,20.73,0.52,0.64,78.42,2.0,41767733969.0,24499539836.0,-0.05,-0.14,-8.36,-10.8
1829,601011,宝泰隆,2.35,0.43,0.01,156679.0,36614836.0,2.14,2.36,2.31,2.34,2.34,0.58,0.82,-12.37,0.76,4501811667.0,4501811667.0,0.0,-0.42,-16.67,-21.93
1830,002282,博深股份,6.96,0.43,0.03,44524.0,30909145.0,2.45,7.03,6.86,6.99,6.93,0.84,0.89,19.12,1.06,3666794902.0,3494025360.0,0.14,0.14,-3.87,-3.47
1831,301063,海锅股份,23.27,0.43,0.1,49170.0,115311374.0,4.32,23.89,22.89,23.24,23.17,0.79,5.77,79.1,1.59,2428474047.0,1983704741.0,0.0,-0.21,48.88,46.54
1832,688355,明志科技,16.53,0.43,0.07,6757.0,11100200.0,3.65,16.75,16.15,16.47,16.46,0.74,0.55,31.04,1.89,2048993870.0,2048993870.0,-0.18,-0.18,-4.06,-1.31
1833,603926,铁流股份,9.31,0.43,0.04,10850.0,10065165.0,2.48,9.39,9.16,9.27,9.27,0.53,0.47,21.11,1.32,2188804564.0,2136947864.0,0.0,-0.32,3.1,5.2
1834,600643,爱建集团,4.65,0.43,0.02,168635.0,78408355.0,2.38,4.71,4.6,4.63,4.63,0.54,1.06,22.41,0.59,7408244118.0,7395135479.0,0.22,0.22,-4.12,-10.06
1835,300027,华谊兄弟,2.33,0.43,0.01,459912.0,106259239.92,2.16,2.34,2.29,2.32,2.32,0.54,1.85,81.78,16.78,6464598791.0,5789767660.0,0.0,-0.43,-8.27,-11.07
1836,605116,奥锐特,20.85,0.43,0.09,8518.0,17736399.0,2.7,21.17,20.61,20.85,20.76,0.38,0.21,22.38,3.88,8469170629.0,8288109229.0,-0.05,0.0,6.76,-1.28
1837,603488,展鹏科技,7.16,0.42,0.03,20390.0,14530655.0,2.38,7.22,7.05,7.1,7.13,0.91,0.7,-114.82,2.18,2090651550.0,2090651550.0,0.42,0.42,-7.25,-8.21
1838,603611,诺力股份,16.56,0.42,0.07,72277.0,121204238.0,3.46,17.09,16.52,16.78,16.49,0.96,2.81,8.82,1.49,4265869099.0,4265869099.0,0.0,-0.12,-5.15,-7.74
1839,002437,誉衡药业,2.39,0.42,0.01,362158.0,86648607.0,2.1,2.42,2.37,2.37,2.38,0.68,1.75,21.94,2.82,5367437445.0,4955365038.0,-0.42,0.0,-3.24,-4.02
1840,002357,富临运业,7.15,0.42,0.03,32853.0,23420500.0,1.4,7.18,7.08,7.12,7.12,0.68,1.05,18.7,1.48,2241446607.0,2241366170.0,-0.14,0.0,-0.42,1.42
1841,301043,绿岛风,30.78,0.42,0.13,14619.0,44360426.08,3.16,30.87,29.9,30.49,30.65,1.45,2.15,19.45,2.46,2093040000.0,2093040000.0,0.03,0.26,10.68,7.51
1842,600166,福田汽车,2.39,0.42,0.01,442398.0,105528255.0,1.26,2.4,2.37,2.38,2.38,0.64,0.68,32.84,1.29,18922586877.0,15508301164.0,0.0,0.0,0.42,-4.78
1843,600176,中国巨石,11.82,0.42,0.05,177813.0,209323225.0,2.04,11.85,11.61,11.73,11.77,0.6,0.44,19.35,1.58,47317076125.0,47317076125.0,-0.08,-0.08,2.16,3.78
1844,002014,永新股份,11.92,0.42,0.05,29419.0,34974584.79,1.68,12.0,11.8,11.84,11.87,0.61,0.49,15.61,3.3,7300903043.0,7203688887.0,0.0,-0.08,19.08,8.76
1845,300683,海特生物,21.53,0.42,0.09,11758.0,25444044.0,4.01,22.23,21.37,21.43,21.44,0.87,0.96,-53.18,1.16,2818156238.0,2628051721.0,0.05,-0.32,-3.88,-9.19
1846,688799,华纳药厂,40.54,0.42,0.17,48215.0,196453567.0,5.72,42.0,39.69,40.99,40.37,2.62,5.14,22.06,2.1,3802652000.0,3802652000.0,0.72,0.15,-2.67,-3.2
1847,002036,联创电子,9.52,0.42,0.04,187349.0,177601373.2,1.79,9.56,9.39,9.48,9.48,0.56,1.78,-163.79,3.75,10085344391.0,10023698278.0,-0.1,-0.1,4.27,1.28
1848,300437,清水源,7.13,0.42,0.03,44953.0,31787671.87,2.39,7.15,6.98,7.12,7.1,1.17,2.56,-24.6,1.21,1799775355.0,1253529557.0,0.0,0.0,-21.82,-20.6
1849,600741,华域汽车,16.64,0.42,0.07,72703.0,120737142.0,1.21,16.7,16.5,16.53,16.57,0.57,0.23,8.8,0.87,52461327094.0,52461327094.0,-0.18,-0.3,2.59,-5.51
1850,002961,瑞达期货,14.36,0.42,0.06,74042.0,107046145.0,4.13,14.75,14.16,14.18,14.3,0.94,1.66,17.66,2.35,6390711532.0,6390711532.0,0.0,0.07,1.56,-0.07
